# emapper version: emapper-1.0.3 emapper DB: 4.5.1-RA	
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60-RA	
# time: Tue Oct  2 21:05:37 2018-RA	
#query_name-RA	eggNOG annot
Amillepora18254-RA	acid-sensing (proton-gated) ion channel
Amillepora18259-RA	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
Amillepora18249-RA	Mitochondrial E3 ubiquitin protein ligase 1
Amillepora18248-RA	domain containing
Amillepora18256-RA	acid-sensing (proton-gated) ion channel
Amillepora18261-RA	Chromosome 6 open reading frame 62
Amillepora18260-RA	failed axon connections homolog (Drosophila)
Amillepora18278-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora18276-RA	Inherit from euNOG: Retrotransposon protein
Amillepora18275-RA	protein Hydra magnipapillata
Amillepora18285-RA	protein Hydra magnipapillata
Amillepora18293-RA	FYVE, RhoGEF and PH domain containing
Amillepora18313-RA	Pao retrotransposon peptidase 
Amillepora18324-RA	threonine
Amillepora18319-RA	Inherit from COG: ADP-ribosylation Crystallin J1
Amillepora18320-RA	Inherit from COG: ADP-ribosylation Crystallin J1
Amillepora18327-RA	threonine
Amillepora18328-RA	ubiquitin-conjugating enzyme
Amillepora18331-RA	leucine rich repeat containing
Amillepora18335-RA	Peptidase M20 domain containing 1
Amillepora18349-RA	UTP23, small subunit (SSU) processome component, homolog (yeast)
Amillepora18348-RA	Signal sequence receptor delta
Amillepora18353-RA	Helicase with zinc finger
Amillepora18357-RA	Major Facilitator Superfamily
Amillepora18356-RA	Major Facilitator Superfamily
Amillepora18351-RA	TBC1 domain family member
Amillepora18352-RA	GRIP1 associated protein 1
Amillepora18350-RA	TBC1 domain family member
Amillepora18360-RA	Major Facilitator Superfamily
Amillepora18365-RA	Major Facilitator Superfamily
Amillepora18361-RA	Major Facilitator Superfamily
Amillepora18358-RA	FA58C
Amillepora18363-RA	Major Facilitator Superfamily
Amillepora18362-RA	Major Facilitator Superfamily
Amillepora18378-RA	Major Facilitator Superfamily
Amillepora18372-RA	Major Facilitator Superfamily
Amillepora18371-RA	Major Facilitator Superfamily
Amillepora18368-RA	Major Facilitator Superfamily
Amillepora18375-RA	Major Facilitator Superfamily
Amillepora18367-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora18370-RA	Major Facilitator Superfamily
Amillepora18366-RA	Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora18376-RA	Major Facilitator Superfamily
Amillepora18373-RA	Major Facilitator Superfamily
Amillepora18383-RA	Major Facilitator Superfamily
Amillepora18380-RA	Major Facilitator Superfamily
Amillepora18381-RA	Major Facilitator Superfamily
Amillepora18379-RA	Major Facilitator Superfamily
Amillepora18385-RA	Major Facilitator Superfamily
Amillepora18389-RA	Major Facilitator Superfamily
Amillepora18388-RA	Major Facilitator Superfamily
Amillepora18387-RA	Major Facilitator Superfamily
Amillepora18382-RA	Major Facilitator Superfamily
Amillepora18384-RA	Major Facilitator Superfamily
Amillepora18398-RA	Ring finger protein 123
Amillepora18392-RA	Major Facilitator Superfamily
Amillepora18395-RA	Fibroblast growth factor receptor
Amillepora18393-RA	Major Facilitator Superfamily
Amillepora18404-RA	von Willebrand factor A domain containing 7
Amillepora18401-RA	Twinfilin, actin-binding protein, homolog
Amillepora18406-RA	von Willebrand factor A domain containing 7
Amillepora18400-RA	mannose-1-phosphate guanyltransferase
Amillepora18412-RA	von Willebrand factor A domain containing 7
Amillepora18417-RA	Vpr (HIV-1) binding protein
Amillepora18415-RA	Vpr (HIV-1) binding protein
Amillepora18422-RA	Vpr (HIV-1) binding protein
Amillepora18420-RA	Vpr (HIV-1) binding protein
Amillepora18429-RA	mannose receptor, C type 1
Amillepora18434-RA	bicaudal D homolog
Amillepora18438-RA	Protein tyrosine phosphatase, non-receptor type
Amillepora18436-RA	membrane associated guanylate kinase, WW and PDZ domain containing
Amillepora18433-RA	ADP-ribosylation factor-like
Amillepora18437-RA	Tudor domain containing 9
Amillepora18444-RA	solute carrier family 25 (mitochondrial carrier)
Amillepora18442-RA	sorting nexin
Amillepora18440-RA	Endonuclease domain containing 1
Amillepora18443-RA	fez family zinc finger
Amillepora18445-RA	Dynein, light chain
Amillepora18450-RA	Elongation factor Tu GTP binding domain
Amillepora18457-RA	Monoglyceride lipase
Amillepora18452-RA	Calcium channel, voltage-dependent
Amillepora18456-RA	archaelysin family metallopeptidase
Amillepora18455-RA	Mediator complex subunit 20
Amillepora18449-RA	complex ard1 subunit
Amillepora18453-RA	Neurotrophic factor
Amillepora18447-RA	calcium calmodulin-dependent protein kinase
Amillepora18451-RA	DCP1 decapping enzyme homolog b (S. cerevisiae)
Amillepora18461-RA	EF-hand calcium binding domain 12
Amillepora18458-RA	ER degradation enhancer, mannosidase alpha-like 1
Amillepora18462-RA	atp-dependent rna helicase
Amillepora18464-RA	Conserved hypothetical protein
Amillepora18469-RA	Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'- phosphodiester. May act as a RNA ligase with broad substrate specificity, and may function toward other RNAs (By similarity)
Amillepora18475-RA	mannose receptor, C type
Amillepora18477-RA	mannose receptor, C type 1
Amillepora18476-RA	mannose receptor, C type 1
Amillepora18486-RA	membrane associated guanylate kinase, WW and PDZ domain containing
Amillepora18484-RA	bicaudal D homolog
Amillepora18489-RA	Dehydrogenase
Amillepora18482-RA	ADP-ribosylation factor-like
Amillepora18487-RA	Polyglutamine binding protein 1
Amillepora18488-RA	F-box and leucine-rich repeat protein 13
Amillepora18481-RA	mannose receptor, C type 1
Amillepora18506-RA	solute carrier family 41 member
Amillepora18491-RA	member RAS oncogene family
Amillepora18498-RA	solute carrier family 35 member
Amillepora18500-RA	ankyrin repeat and BTB POZ
Amillepora18493-RA	fibrous sheath interacting protein 1
Amillepora18501-RA	ubiquitin-conjugating enzyme
Amillepora18492-RA	RNA binding motif protein 17
Amillepora18502-RA	Zinc finger, C3HC-type containing 1
Amillepora18499-RA	F-box protein 7
Amillepora18514-RA	alcohol dehydrogenase
Amillepora18515-RA	growth regulation by estrogen in breast
Amillepora18516-RA	growth regulation by estrogen in breast
Amillepora18508-RA	Removes the N-terminal methionine from nascent proteins (By similarity)
Amillepora18507-RA	tripartite motif containing
Amillepora18524-RA	Transcription factor
Amillepora18521-RA	growth regulation by estrogen in breast
Amillepora18523-RA	growth regulation by estrogen in breast
Amillepora18527-RA	solute carrier family 5 (sodium glucose cotransporter), member
Amillepora18526-RA	solute carrier family 5 (sodium glucose cotransporter), member
Amillepora18529-RA	u3 small nucleolar ribonucleoprotein
Amillepora18533-RA	Conserved hypothetical protein
Amillepora18530-RA	Tudor domain containing 9
Amillepora18534-RA	Conserved hypothetical protein
Amillepora18531-RA	Tudor domain containing 9
Amillepora18536-RA	Transmembrane BAX inhibitor motif containing 4
Amillepora18537-RA	patatin-like phospholipase domain containing 8
Amillepora18538-RA	PDZ domain containing RING finger 3
Amillepora18542-RA	mannose receptor, C type 1
Amillepora18543-RA	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity)
Amillepora18539-RA	cadherin, EGF LAG seven-pass G-type receptor
Amillepora18541-RA	Actin
Amillepora18540-RA	n-methyltransferase
Amillepora18550-RA	copine family
Amillepora18549-RA	transmembrane protein, adipocyte asscociated 1
Amillepora18557-RA	Inherit from NOG: phospholipase c
Amillepora18556-RA	asparagine-linked glycosylation 12, alpha-1,6-mannosyltransferase homolog (S. cerevisiae)
Amillepora18558-RA	laminin beta
Amillepora18572-RA	laminin beta
Amillepora18560-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18563-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18562-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18581-RA	laminin beta
Amillepora18576-RA	laminin beta
Amillepora18586-RA	MYCBP AMY-1-associated, testis expressed 1
Amillepora18570-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18584-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18575-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18580-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18567-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18574-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18579-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18566-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18565-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora18590-RA	Integrase core domain
Amillepora18597-RA	Pao retrotransposon peptidase 
Amillepora18595-RA	MULE transposase domain
Amillepora18591-RA	protein Hydra magnipapillata
Amillepora18596-RA	Pao retrotransposon peptidase 
Amillepora18593-RA	THAP domain containing 11
Amillepora18592-RA	protein Hydra magnipapillata
Amillepora18606-RA	Inherit from KOG: Growth factor receptor
Amillepora18611-RA	Inherit from KOG: transposon protein
Amillepora18627-RA	Inherit from euNOG: solute carrier family 17
Amillepora18621-RA	Pao retrotransposon peptidase 
Amillepora18624-RA	protein Hydra magnipapillata
Amillepora18618-RA	to transposase domain-containing protein
Amillepora18626-RA	THAP
Amillepora18628-RA	DNA helicase
Amillepora18632-RA	Hydra magnipapillata
Amillepora18629-RA	Inherit from KOG: transposon protein
Amillepora18634-RA	integrase core domain protein
Amillepora18670-RA	RNA-directed DNA polymerase from mobile element jockey-like
Amillepora26276-RA	Putative peptidase (DUF1758)
Amillepora26275-RA	Protein of unknown function (DUF1759)
Amillepora26277-RA	Putative peptidase (DUF1758)
Amillepora26279-RA	sidekick cell adhesion molecule 2
Amillepora26281-RA	Fibronectin type III domain
Amillepora26280-RA	sidekick cell adhesion molecule 2
Amillepora26259-RA	Dystrophin
Amillepora26271-RA	spectrin repeat containing, nuclear envelope
Amillepora26261-RA	Growth-Arrest-Specific Protein 2 Domain
Amillepora26266-RA	Growth-Arrest-Specific Protein 2 Domain
Amillepora26263-RA	Growth-Arrest-Specific Protein 2 Domain
Amillepora26272-RA	Inherit from COG: acetyltransferase
Amillepora26290-RA	Membrane frizzled-related protein
Amillepora26283-RA	Ligand-gated ion channel
Amillepora26282-RA	Ligand-gated ion channel
Amillepora26292-RA	protein phosphatase 2C-like domain containing 1
Amillepora26295-RA	protein phosphatase 2C-like domain containing 1
Amillepora26293-RA	nucleolar and spindle associated protein 1
Amillepora26296-RA	nucleolar and spindle associated protein 1
Amillepora26291-RA	vacuolar protein sorting 8 homolog (S. cerevisiae)
Amillepora26294-RA	vacuolar protein sorting 8 homolog (S. cerevisiae)
Amillepora26297-RA	Spectrin beta
Amillepora26299-RA	PTK7 protein tyrosine kinase 7
Amillepora26298-RA	prolyl 4-hydroxylase
Amillepora26312-RA	Poly(A)-specific ribonuclease (PARN)-like domain containing 1
Amillepora26313-RA	thioredoxin-related transmembrane protein
Amillepora26310-RA	EH-domain containing
Amillepora26329-RA	Ribosomal protein
Amillepora26326-RA	kiaa1958
Amillepora26327-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora26325-RA	WD repeat domain 16
Amillepora26332-RA	chromosome 7 open reading frame 62
Amillepora26337-RA	Clusterin associated protein 1
Amillepora26352-RA	Retinoblastoma binding protein 6
Amillepora26384-RA	Retrotransposon protein
Amillepora26385-RA	piggyBac transposable element derived 4
Amillepora26386-RA	Herpesvirus alkaline exonuclease
Amillepora26389-RA	protein Hydra magnipapillata
Amillepora26394-RA	integrase core domain protein
Amillepora26395-RA	integrase core domain protein
Amillepora26401-RA	to transposase domain-containing protein
Amillepora26402-RA	to transposase domain-containing protein
Amillepora26398-RA	Pao retrotransposon peptidase 
Amillepora26407-RA	Inherit from KOG: Growth factor receptor
Amillepora26410-RA	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Amillepora26418-RA	piggyBac transposable element derived 4
Amillepora26425-RA	Inherit from KOG: DNA helicase
Amillepora26434-RA	Inherit from KOG: transposon protein
Amillepora26431-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora26442-RA	to conserved
Amillepora26439-RA	protein Hydra magnipapillata
Amillepora26453-RA	Zinc finger protein 862
Amillepora26436-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora26463-RA	protein Hydra magnipapillata
Amillepora26467-RA	Inherit from veNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora26469-RA	piggyBac transposable element derived 4
Amillepora26475-RA	YqaJ-like viral recombinase domain
Amillepora26474-RA	Inherit from opiNOG: Pfam:DDE
Amillepora26478-RA	Transducin-like enhancer of split
Amillepora26477-RA	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)
Amillepora26480-RA	Ribosome biogenesis ATPase
Amillepora26476-RA	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (By similarity)
Amillepora26485-RA	DNA repair protein
Amillepora26484-RA	chromosome 1 open reading frame 43
Amillepora26482-RA	ADAM metallopeptidase domain 10
Amillepora26487-RA	Inherit from KOG: Growth factor receptor
Amillepora26497-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora26513-RA	Spermatogenesis associated, serine-rich
Amillepora26512-RA	neuralized homolog 4 (Drosophila)
Amillepora26521-RA	Filamin C, gamma
Amillepora26508-RA	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26517-RA	BTB POZ domain containing
Amillepora26516-RA	ubiquitin carboxyl-terminal hydrolase
Amillepora26503-RA	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26511-RA	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26519-RA	DnaJ domain
Amillepora26506-RA	RAB3 GTPase activating protein subunit 1 (Catalytic)
Amillepora26528-RA	Microspherule protein 1
Amillepora26529-RA	(actinin), alpha
Amillepora26523-RA	death-associated protein
Amillepora26531-RA	Aryl hydrocarbon receptor
Amillepora26541-RA	activating enzyme
Amillepora26537-RA	myosin light chain
Amillepora26542-RA	solute carrier family 7, member 6 opposite strand
Amillepora26539-RA	ubiquitin-conjugating enzyme
Amillepora26544-RA	Transcription factor
Amillepora26532-RA	protein transport protein SEC61 subunit
Amillepora26543-RA	Potassium inwardly-rectifying channel, subfamily J, member
Amillepora26545-RA	Transcription factor
Amillepora26536-RA	vacuolar protein sorting 25 homolog (S. cerevisiae)
Amillepora26540-RA	ATP binding domain 4
Amillepora26533-RA	centrosomal protein 128kDa
Amillepora26538-RA	Ubiquitin conjugation factor E4
Amillepora26551-RA	Lysophosphatidylcholine acyltransferase 3
Amillepora26546-RA	GTP-binding protein
Amillepora26549-RA	protein phosphatase 1, regulatory subunit 21
Amillepora26547-RA	Transcription factor
Amillepora26552-RA	intraflagellar transport 43 homolog (Chlamydomonas)
Amillepora26557-RA	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
Amillepora26555-RA	Low density lipoprotein receptor-related protein
Amillepora26558-RA	Sushi-repeat containing protein, X-linked
Amillepora26554-RA	Pentaxin family
Amillepora26559-RA	Lectin C-type domain
Amillepora26563-RA	Tetratricopeptide repeat protein
Amillepora26562-RA	Low density lipoprotein receptor-related protein 4
Amillepora26565-RA	Numb homolog
Amillepora26567-RA	endoplasmic reticulum protein 44
Amillepora26568-RA	endoplasmic reticulum protein 44
Amillepora26570-RA	Myosin VIIA
Amillepora26569-RA	to nematocyst outer wall antigen Hydra magnipapillata
Amillepora26581-RA	homeobox
Amillepora26577-RA	homeobox
Amillepora26580-RA	homeobox
Amillepora26578-RA	homeobox
Amillepora26579-RA	homeobox
Amillepora26574-RA	5'-3' exoribonuclease
